symbol	length	exp_syn	exp_alt
C3orf80	247	629	1594
VNN2	520	1060	3620
B3GNT5	378	695	2707
GDNF	211	437	1462
COX6B2	88	157	635
PRNT	94	192	654
KIR3DL1	427	900	2943
SPAG11A	108	245	727
GPR139	50	104	346
KDSR	268	565	1847
TNFRSF12A	129	316	845
C4orf17	359	726	2505
MAGED1	778	1623	5379
CCDC66	914	1640	6586
VSIG2	327	765	2178
ZBTB33	672	1318	4730
PLEKHJ1	149	302	1039
TNNI3K	835	1666	5849
LARP1B	914	1740	6486
ZNF609	1411	2901	9798
TMEM150B	233	521	1576
ERGIC1	159	315	1116
PTPMT1	137	311	922
ERICH3	1530	3023	10747
SUMO4	95	179	676
RIT2	217	406	1547
AATK	1374	3146	9220
GSTM4	195	364	1391
ATP13A2	1180	2740	7880
HARBI1	349	713	2428
IMPDH2	514	1080	3546
TRIML2	422	807	2991
ZNF518B	1074	2105	7561
LENG8	800	1688	5512
APOLD1	279	678	1833
FHL5	284	481	2075
ZKSCAN5	839	1550	6001
EDDM3B	147	244	1079
ETV3	143	267	1020
ACAP2	778	1472	5530
YME1L1	773	1567	5390
ZNF274	611	1213	4286
CHRNA3	505	1052	3493
DCAF8	597	1200	4173
DCBLD2	775	1623	5352
EDDM3A	147	249	1074
OR5AK2	309	613	2168
KLK15	255	565	1730
ZFP42	310	606	2184
STK11	433	886	3011
LCORL	318	617	2245
GSX2	304	680	2056
NDUFAF3	127	279	864
ADGB	259	516	1815
DKK3	350	721	2429
HACD1	158	370	1052
TAGAP	553	1155	3822
VIPAS39	444	883	3113
FLII	1269	2608	8813
TMEM86B	226	522	1512
NOC2L	749	1574	5167
CARM1	608	1284	4188
ANO2	999	1987	7004
MARCO	520	1160	3520
NR2F1	423	898	2909
PAK2	524	1048	3668
RPAIN	148	283	1049
RBBP8	897	1667	6406
PRM3	103	201	726
TIMM22	194	423	1323
GALK2	447	907	3116
ZSCAN2	613	1118	4399
CABYR	281	604	1925
OR5M8	311	628	2171
FAM9B	186	309	1365
CETN1	172	318	1230
C16orf58	468	1035	3177
MMS19	932	2075	6313
ATP10B	1461	2960	10189
GBA	536	1135	3689
TMEM151A	468	1090	3122
SLC16A6	523	1103	3604
GOLGA8R	631	1220	4459
SENP6	685	1302	4863
AK4	223	449	1558
KHDRBS1	443	987	3000
EXOSC3	275	598	1877
NETO1	533	1024	3773
CDCA8	280	594	1926
OR6C70	312	637	2171
FAM186A	2351	4763	16396
SEPHS1	392	810	2718
CCDC107	155	375	1020
FAM174B	159	387	1044
TRIM26	539	1111	3740
BRF1	562	1175	3883
SMAD3	425	862	2963
TANGO2	276	571	1913
XKR4	650	1361	4489
C11orf87	197	466	1307
PRR14L	2151	4214	15145
ADI1	179	335	1276
MIPOL1	442	799	3179
KPNA7	516	1105	3539
SP1	785	1692	5373
SLC25A18	315	702	2133
OR7A17	309	662	2119
FANCF	374	844	2522
BTBD6	410	861	2829
TNFAIP8L1	186	428	1246
DNAH8	4707	9078	33285
UBALD2	164	325	1151
TOB2	344	731	2365
PSG3	428	889	2963
DZIP1L	767	1583	5320
IFNLR1	520	1116	3564
TNFAIP8L3	292	595	2033
BRAP	562	1057	4001
CCDC60	550	1061	3889
LRRC37B	974	2024	6742
ATP11C	1132	2228	7960
NT5DC4	428	861	2991
OXCT2	517	1129	3524
MC2R	297	611	2062
TRAK1	953	2038	6539
ZNF84	738	1282	5360
FAM110C	321	775	2114
FUT10	479	930	3381
SERPINA7	415	825	2910
SERHL2	314	637	2189
PARPBP	579	1108	4103
USP45	814	1544	5782
RNF123	1314	2863	8963
CACNA1C	2173	4522	15035
BTNL9	535	1176	3639
SIX6	246	538	1676
CFD	253	598	1679
ACSM6	141	282	987
KRT81	505	1064	3481
PLB1	1458	3023	10099
RASSF1	270	566	1864
NDUFA12	145	281	1024
GAS6	678	1454	4648
GRIK1	949	1884	6657
FAAP100	881	2079	5850
YAF2	204	402	1434
NPIPA3	153	345	1032
FFAR3	346	769	2345
KREMEN1	492	1030	3398
C16orf72	275	569	1906
ZNF704	412	844	2864
CLECL1	167	312	1191
DEFA3	94	199	647
KCNK12	430	1026	2844
CXorf38	319	630	2241
TUBB	444	889	3107
AFMID	308	637	2135
PHF7	381	684	2745
LRIT3	496	1038	3426
CCDC144NL	221	444	1545
OTOL1	477	998	3295
OR6X1	312	681	2127
ZAR1	424	962	2854
GRID1	1009	2082	6999
HEXDC	486	1082	3292
SCN5A	65	147	438
DDX53	631	1227	4452
IGDCC3	814	1902	5424
CMTM1	231	513	1566
RAB11B	218	454	1508
KCNH7	732	1446	5142
SLC24A3	644	1339	4457
KLHL15	604	1159	4277
SPRR4	79	144	567
OR8B8	311	635	2164
ZNF71	489	961	3440
GLUD2	558	1155	3867
NPIPA1	350	716	2434
ZKSCAN2	967	1869	6834
IL22	179	360	1251
SPSB1	273	593	1864
FAM208B	2430	4900	16970
NLRP7	1009	2022	7059
FMNL1	626	1365	4269
KRT36	467	1000	3203
OR4C46	309	620	2161
VTCN1	166	347	1147
DENND5A	1287	2587	8996
PROSC	275	566	1909
ZNF662	452	858	3210
LIN9	558	1089	3933
IFITM1	125	265	860
KCNA4	653	1310	4567
FAM120C	895	1959	6096
ODF4	257	510	1803
ERMAP	385	837	2628
PAPPA	1627	3304	11339
PPME1	386	782	2692
DSCR4	118	249	813
CRELD2	353	706	2471
PHKG2	410	885	2805
OR2V2	315	645	2190
LRRC14B	514	1219	3407
ST6GALNAC3	305	584	2161
COL4A5	1691	4052	11167
SLC9A7	725	1552	4973
ENPP7	458	977	3145
OR6C76	312	659	2149
COL7A1	2944	7307	19189
POU3F2	443	949	3038
CHEK2	543	1080	3807
OR5P3	311	662	2137
C3orf35	170	369	1161
PTRHD1	140	304	956
SKP1	158	288	1134
KCNH8	1107	2235	7728
APOL4	107	235	728
COA3	106	257	697
CTAG1B	180	444	1176
MYT1	1121	2246	7843
RNASE10	216	411	1533
C1QTNF8	252	590	1678
GATS	163	370	1097
PLCXD3	321	622	2267
IZUMO1R	250	483	1767
TTC7B	843	1819	5768
SPATA8	105	219	726
BRICD5	228	521	1531
ZNF571	609	1059	4422
C22orf29	364	806	2470
NRROS	692	1550	4678
LRP2BP	347	658	2465
ATP2C1	888	1821	6171
OR2T29	315	651	2184
TNFRSF18	255	567	1728
TRMT12	448	942	3090
NLRP10	655	1291	4604
OR51M1	326	699	2235
PCP4	62	114	444
IP6K2	426	819	3015
SYNM	339	786	2265
CIB1	191	393	1326
ZNF26	533	947	3850
PRSS55	352	730	2438
KCNJ15	375	755	2620
RHD	417	914	2839
SIRT7	400	895	2705
ARSI	569	1230	3891
DEFB108B	73	141	516
HAX1	279	565	1946
CAPS2	41	74	295
COA5	74	142	524
PPP2R5C	540	1009	3851
BACE2	396	883	2681
PTPN21	1174	2436	8130
VMO1	202	447	1371
NXPH3	252	526	1742
ZNF92	586	1014	4260
C19orf68	627	1424	4219
ARMCX2	632	1412	4276
TMTC4	630	1311	4359
DHX34	1143	2526	7761
OR2T34	318	666	2196
SPDYE4	237	470	1663
OR4N4	316	661	2183
CLDN6	220	518	1462
OTOP3	596	1364	4000
WBP2NL	309	709	2072
PAWR	340	732	2328
SH2D7	451	957	3102
CNOT10	744	1439	5257
DNAH11	4523	8817	31890
NOP10	64	128	448
FES	822	1755	5643
CLEC4G	293	625	2012
CAPN12	719	1567	4904
KLHL22	634	1318	4388
HCAR2	363	736	2531
OR4F6	312	644	2164
TMIGD1	262	513	1845
OR1G1	313	656	2161
GKN2	184	367	1289
GIMAP6	292	613	2015
CDYL	598	1179	4203
MCF2L2	1114	2167	7859
FOXK1	733	1768	4829
C1S	688	1361	4831
SHMT2	504	1124	3412
THEMIS2	514	1101	3525
KCNIP1	216	389	1555
OR52A1	312	638	2170
SDR42E1	393	830	2707
GALNT9	603	1286	4141
OAF	273	594	1863
ZGPAT	531	1176	3603
HLA-DRB1	266	573	1821
GALR2	387	923	2560
MANEAL	235	468	1647
CALN1	219	416	1555
SORCS2	987	2095	6788
NFAM1	270	609	1821
TCEAL2	227	397	1646
NFXL1	911	1741	6458
9-Sep	568	1187	3925
TPO	933	2031	6366
SPNS2	549	1281	3660
RGMA	450	975	3075
RFLNB	144	318	978
SULT1C3	304	536	2200
BCAN	911	2046	6153
KRTAP6-1	71	154	485
GP1BA	652	1515	4353
UTY	1079	2159	7552
HGS	777	1607	5386
DDIAS	998	1887	7095
CRIP2	208	434	1438
TMEM54	169	396	1125
LZTS3	673	1525	4532
PLEKHH1	1364	2904	9372
SPPL2C	684	1533	4623
NKX2-5	324	761	2155
FAM181B	426	1038	2796
RIBC1	181	341	1288
CCDC137	289	604	1997
ATPAF1	283	601	1946
AP1S2	157	295	1118
RBM10	995	2069	6886
ARL17A	141	287	982
TOP1MT	601	1212	4197
EEF1G	437	867	3066
ALX4	411	872	2827
S100A7A	101	177	732
ANKS1B	332	669	2319
PRSS57	282	672	1866
GRPEL2	225	479	1546
NOP56	594	1219	4127
BLZF1	400	806	2794
ZNF599	588	1098	4194
RAB12	244	488	1708
PGBD2	592	1145	4183
OLFML1	402	801	2817
TPM2	284	530	2026
NUPR2	97	221	652
CYLC1	651	1159	4700
TRIM61	209	384	1497
YBEY	167	337	1166
GPR39	453	956	3121
OR52E6	313	640	2177
OR4D9	314	675	2151
SETD3	296	596	2068
MAGEA6	314	647	2179
FAM47B	645	1362	4443
ODF3B	253	604	1673
OR2V1	315	664	2171
KIAA0825	324	571	2345
PTP4A3	173	363	1194
PDLIM1	329	669	2292
GAST	101	216	693
PMCH	165	315	1170
C16orf54	224	533	1483
CRISP1	178	328	1274
YIF1B	299	678	2013
MARCKSL1	195	412	1343
ASAH2	726	1497	5037
HNRNPH1	472	914	3334
OR5P2	322	687	2211
C10orf120	335	629	2386
PRR23B	265	640	1745
LMNTD2	634	1467	4239
C1orf64	169	394	1127
TRIM69	500	947	3553
NPAP1	1156	2648	7756
CARMIL1	1371	2784	9555
NPY2R	381	792	2637
ADAT3	367	879	2424
MAPK8IP2	824	1819	5597
C19orf71	209	457	1424
GNB1L	327	734	2209
NFATC3	1068	2290	7322
UNC5A	842	1841	5737
MFSD5	450	1049	3001
RIPPLY3	190	423	1287
NDUFB1	105	218	727
TSPO	169	392	1129
OR56A3	315	674	2161
SNN	88	192	600
IL20RB	311	638	2161
SERPINA5	406	820	2834
GDPGP1	385	877	2588
CSF1	554	1186	3800
NPW	165	439	1046
TSHZ2	1031	2001	7278
C2orf70	201	420	1389
KRTAP8-1	63	128	439
C2CD2	541	1165	3704
DAOA	82	144	594
PEX26	305	689	2056
ZNF775	537	1179	3654
PDE4B	736	1411	5213
ZSCAN22	491	995	3424
FBXL7	449	996	3045
MFSD10	455	1128	2967
ACSM2B	577	1190	4003
TBX1	398	855	2727
MEX3B	569	1311	3810
IL25	177	369	1224
C6orf58	330	630	2340
IRX3	501	1181	3328
MBD3L5	208	465	1407
TRIM49	452	820	3248
FAM43A	423	955	2852
MRGPRX2	330	723	2247
SLC16A5	505	1125	3420
GPR132	380	835	2585
FREM3	2139	4482	14769
TMCC2	469	1010	3211
MFSD6L	586	1319	3955
ALDH1A3	512	1078	3530
LPAR5	372	919	2429
TRIM64B	449	849	3192
PYCR1	319	733	2138
C14orf80	354	856	2330
CNGA2	664	1342	4634
CALHM1	346	762	2352
IST1	360	773	2467
GDF3	364	753	2523
LRRC36	754	1567	5219
MOB2	268	532	1880
B4GALNT4	1039	2346	7005
SIVA1	175	385	1190
GTF3C6	213	385	1532
SLC52A2	445	1129	2876
NEXN	611	1053	4446
UQCR10	63	123	444
BRCC3	291	576	2043
ADRA2C	462	1111	3047
IDH2	452	915	3153
HOXB2	356	813	2391
CEND1	149	346	995
TMEM44	113	275	742
RXFP3	469	1053	3168
ZNF616	74	148	518
EIF4ENIF1	985	2099	6766
MRPL54	138	291	951
SKA2	121	223	866
ZNF696	374	800	2566
TRAPPC6B	158	295	1127
DMBT1	1785	3826	12239
ZNF570	536	947	3877
SLX1B	275	627	1848
C10orf107	208	378	1494
LMLN	655	1336	4559
ZDHHC23	409	849	2832
CRIP1	77	148	545
ZKSCAN8	578	1126	4076
IRF7	516	1194	3450
RPS17	135	277	938
DHRS7C	312	656	2152
AMER1	1135	2341	7874
PPP1R27	154	346	1040
MRTO4	239	459	1692
ACTL10	245	573	1632
SV2B	683	1323	4824
F8	216	418	1526
SMIM10	83	198	549
SLC12A1	430	905	2965
CTHRC1	243	527	1660
CTNNA3	193	397	1340
FOXL2	376	859	2525
WDR4	412	873	2835
AMY1B	511	967	3632
HDDC3	140	315	945
ATP6V0A2	856	1696	6008
ACTRT3	372	746	2602
VMA21	101	215	694
CREB3L2	520	1120	3560
FAM132A	302	739	1979
EPHB3	998	2168	6814
ATP6V0C	155	363	1032
CYP2A13	494	1014	3432
PRKCD	676	1286	4798
KPNA2	529	1104	3657
ADAMTSL5	471	1065	3174
KMT5A	322	639	2259
OR10G7	311	696	2103
CHD3	2000	4062	13938
SLC5A2	672	1530	4518
OR2T10	312	629	2179
DDX41	640	1336	4424
TGIF1	401	927	2682
GJC1	396	769	2795
WFDC10B	73	142	515
NOMO2	1222	2587	8411
SLC22A16	543	1127	3760
KRT79	535	1144	3671
CDCA2	1023	2039	7168
INTS5	1019	2457	6714
NOC4L	516	1152	3492
SMG1	197	390	1383
DEFA5	94	214	632
HBG1	147	309	1014
ZNF470	717	1291	5162
FBXO21	628	1226	4426
LYRM4	91	187	632
MAPK11	364	772	2504
TLCD2	264	638	1738
NR2C1	483	968	3379
TCEB3C	546	1213	3701
GRIN2A	1464	2884	10292
CMTM4	234	501	1605
RARB	448	886	3146
WDR5B	330	655	2315
ZFP41	199	369	1422
HHIPL1	782	1726	5312
MX2	715	1385	5050
KDELR1	212	443	1465
KRT6A	564	1208	3868
OR56A4	365	778	2507
HNRNPA1	307	600	2163
FLRT2	660	1381	4559
TMEM95	184	405	1251
SLC37A4	429	945	2916
CD300C	224	494	1522
TMEM173	379	855	2556
PRMT3	46	85	329
KRTAP20-2	65	135	450
ALAS2	587	1237	4046
ALG12	488	1142	3250
C12orf60	245	445	1760
DDX24	804	1603	5633
ANKRD17	2352	5096	16072
NR4A3	637	1365	4368
SUGP2	1030	2095	7175
TMEM89	159	373	1058
SOCS3	225	497	1528
ADSSL1	457	988	3125
PRAMEF7	474	995	3271
SULT4A1	284	553	2003
ADAP2	381	762	2667
DNAJA1	397	752	2821
MAGI1	1287	2663	8920
TREX2	236	558	1566
KANK3	821	1962	5427
EVI2B	448	936	3096
PTTG1IP	180	373	1247
UBE2G2	137	251	982
LRRC8B	803	1598	5629
SOX1	391	907	2612
CCR4	360	731	2509
RPS27L	84	163	593
COPG2	726	1438	5096
CDK10	313	671	2146
NTF3	257	532	1781
EWSR1	618	1308	4254
IL3RA	378	759	2643
NRXN1	903	1814	6313
PDE6G	87	183	600
C16orf52	38	82	260
BPY2	106	227	727
INPP5J	1006	2319	6735
REC114	266	566	1828
CYP2F1	491	1059	3360
KCND2	630	1309	4361
HIST2H2AB	130	304	866
NPLOC4	608	1218	4254
ENKUR	256	467	1837
PDGFB	241	536	1633
CSTF2T	616	1353	4191
CCDC88C	506	1177	3377
DUT	252	585	1683
MAGEA2B	314	653	2173
CLN8	286	590	1984
DLK1	310	632	2158
RTN4RL1	441	975	2994
C11orf54	315	616	2219
DMTF1	760	1520	5320
GLRX3	335	665	2350
NPBWR1	328	782	2170
ACP7	438	928	3014
GLTPD2	291	728	1891
MORF4L1	362	703	2555
FBXW4	412	903	2805
PCYT2	311	639	2160
ASCL2	193	496	1241
SLC25A21	299	616	2075
DDX59	619	1222	4349
MTA1	715	1509	4926
PURA	322	691	2207
GLRX5	157	348	1065
FILIP1L	1133	2123	8074
KRBA2	492	923	3505
IKZF1	519	1017	3654
C2orf82	121	318	771
POFUT2	424	875	2941
HS3ST4	456	1005	3099
CPNE8	564	1116	3960
POMK	350	699	2451
HIST2H2AC	129	298	863
ZNF789	425	744	3081
RBM43	357	698	2515
OTOP2	562	1231	3827
XKR3	459	871	3260
CLCNKA	687	1545	4638
C8orf33	229	496	1565
CECR6	578	1451	3751
HIST1H1B	226	503	1531
DGCR6	220	480	1500
TRAIP	469	948	3273
DRG1	367	763	2540
OR1D2	312	664	2144
HOXD1	328	754	2198
CD8B	243	531	1656
SMDT1	107	242	721
P4HB	508	1000	3572
HIST2H3D	136	314	910
EFCAB13	973	1755	7002
RIMBP3C	1545	3398	10507
RAI2	530	1116	3654
SLC25A10	296	680	1984
CROT	612	1186	4322
NR2C2AP	139	289	962
C1orf186	172	330	1218
MEIS3	404	873	2763
PKP3	797	1851	5322
SLC6A17	727	1533	5010
ZNF703	590	1446	3864
PSMG1	288	582	2010
CADM1	471	1006	3233
CALCA	141	285	984
DUSP8	625	1471	4154
BMP8A	402	906	2712
BGN	368	773	2539
P4HA3	544	1181	3715
SYNDIG1L	238	520	1622
PLD1	152	337	1031
NAT8L	134	301	905
C2orf71	1288	2698	8894
EIF3C	913	1780	6437
DSE	958	1878	6744
TBK1	729	1385	5176
KCNJ12	433	896	3001
OR4Q3	313	646	2171
LIMK2	638	1306	4436
CCDC103	413	853	2864
ZNF438	818	1639	5723
RSRC2	434	834	3072
SS18L1	396	783	2781
IMMP2L	175	360	1215
RNLS	342	694	2384
SPATA32	384	795	2661
JAG2	1238	2574	8568
ACTB	375	780	2595
ZNF345	113	187	830
UPP1	310	648	2142
DEXI	95	220	635
KRT7	469	1011	3210
RANBP1	201	372	1437
FTL	175	352	1223
PCSK6	664	1427	4549
CNTN2	1040	2299	7061
NDN	321	681	2208
ACSM5	579	1232	3979
SLC35D3	416	970	2774
DGKA	735	1480	5135
FBXL6	539	1288	3563
OPCML	345	738	2367
PTCH1	1447	3079	9944
ACTG1	375	785	2590
CSF3R	783	1682	5365
C14orf180	177	442	1151
PRKD1	912	1829	6379
IFNL2	200	459	1341
DPP6	803	1581	5646
C1QTNF9	333	720	2277
SOCS1	211	503	1396
CEP63	495	882	3573
EXOC7	653	1304	4573
PHF6	365	667	2618
WSCD2	565	1152	3933
DAB1	204	386	1450
EPGN	133	264	933
SRPRA	638	1336	4406
ZC3H11A	810	1668	5622
KIF21B	1624	3427	11189
SETD4	440	888	3072
FAM104B	116	210	834
ODF3L1	274	574	1892
TMPRSS2	492	1000	3428
METTL7A	244	491	1705
PTPRM	1452	2935	10133
KIAA1033	1173	2200	8357
ROBO2	1439	3021	9930
OR10J3	329	698	2263
AP2A2	940	2012	6448
C2CD4C	421	994	2795
OR4F15	312	637	2171
CSGALNACT1	532	1040	3748
OR52L1	329	743	2218
GPRASP2	838	1647	5895
PIWIL3	882	1756	6182
CHST6	395	947	2608
SNAI3	292	672	1956
C6orf120	191	414	1305
PRAMEF1	474	966	3300
RGS19	217	438	1515
NSMCE3	304	635	2101
FBLIM1	276	563	1921
ZFP1	374	649	2717
EMILIN3	766	1787	5107
MRGPRG	289	715	1886
DGAT1	315	753	2082
LIMS1	325	589	2336
JRKL	524	999	3717
WT1	517	1086	3567
FIGLA	219	476	1495
MT1H	61	108	441
C7orf61	206	439	1415
KRTAP11-1	163	368	1099
FAM129C	651	1514	4345
DDX28	540	1289	3571
SPDYE3	549	1120	3821
SHC4	630	1295	4375
KRT76	638	1314	4428
GPR19	415	828	2907
TCEAL7	100	169	731
11-Mar	402	862	2756
ZNRD1	126	252	882
CCR10	362	930	2328
CYB5D1	228	470	1582
RNF215	58	132	390
EP400	826	1834	5600
SEMA4B	837	1839	5694
HEXIM1	359	718	2513
HOXB4	251	558	1701
PLA2G6	806	1728	5526
RIPK4	784	1740	5316
TRIML1	468	914	3298
BAIAP2L2	515	1132	3503
PTGDR2	395	959	2596
IL1R2	398	831	2751
LAMP1	417	906	2847
TCEB3B	753	1570	5207
TMPRSS9	1059	2434	7097
GPR173	373	808	2549
OSBP2	916	1934	6310
ZNF484	816	1424	5920
DCUN1D2	126	233	901
TMED9	235	495	1620
OR6A2	327	704	2239
TRAK2	914	1880	6346
WDR53	358	732	2490
TMPRSS11B	416	797	2947
OR5K1	308	616	2156
ANXA2	357	707	2506
TRIM49B	452	816	3252
RLIM	624	1281	4335
TAS2R60	318	669	2193
DBX2	339	764	2287
XPOT	962	1878	6780
URAD	173	399	1158
SIGIRR	410	941	2749
LYSMD4	170	362	1168
SIMC1	333	662	2335
KLHDC8B	354	832	2354
STAC3	364	705	2571
ASB7	318	650	2212
SLC22A10	541	1166	3703
CCDC28A	274	567	1899
GH2	256	552	1752
AEN	325	689	2236
C11orf88	196	380	1384
NOG	232	516	1572
ANO9	782	1626	5412
NLRP9	991	1902	7017
SLC8A1	973	1983	6774
SYN3	323	683	2224
COLEC10	277	538	1955
ZNF530	599	1125	4266
SPATA31A6	1343	2802	9285
SUMO3	103	189	738
MACC1	852	1648	6020
CYP2U1	544	1131	3765
GEMIN8	177	317	1276
CRADD	199	431	1360
TMEM105	129	306	855
CDHR1	745	1594	5111
SPATA45	98	179	703
FAM43B	329	762	2199
IZUMO1	350	714	2436
RFX6	928	1862	6490
SLIT3	1530	3180	10590
RPL17	190	358	1352
PRKCH	683	1349	4798
YIPF7	280	565	1955
PHACTR1	580	1184	4036
TNFAIP2	654	1466	4420
LYG2	212	418	1490
DGAT2L6	337	708	2325
NPTXR	500	1179	3321
TPRN	537	1199	3634
TMEM186	213	449	1468
C22orf39	105	207	738
LCK	539	1117	3734
PP2D1	376	690	2694
TSKU	353	863	2314
MAGEA11	400	806	2794
UXT	157	325	1088
IQCF2	164	323	1153
FIGN	759	1602	5229
MRPL40	206	418	1436
SMTN	915	2093	6142
DCAF4L1	396	839	2725
TRIM50	487	1055	3328
HIST1H2AJ	128	305	847
TAS1R1	841	1804	5765
TMEM259	408	868	2804
COPB2	906	1756	6398
ZNF804B	1349	2515	9626
TM2D3	247	526	1697
ZSCAN30	494	924	3522
GPRIN3	776	1650	5334
TSEN54	526	1137	3597
ING1	279	532	1979
BRWD1	2320	4455	16425
AHNAK2	5795	12358	39797
CCDC172	258	402	1920
TSSC4	329	751	2210
EFNA5	228	447	1605
ANKRD45	266	511	1883
IGIP	53	93	384
FAM212A	287	638	1945
OLIG2	323	766	2141
SELE	610	1181	4309
VPS33B	617	1244	4309
NPB	125	323	802
MINA	465	935	3250
FAM83F	500	1091	3409
LRRC37A2	1700	3553	11747
ABHD17B	288	577	2015
S1PR5	398	1024	2558
POLR2J2	115	243	792
TEX19	164	316	1160
PPFIA2	1152	2275	8093
TMEM179B	219	512	1459
STAC2	411	882	2817
APOBEC3B	382	724	2714
KNTC1	2209	4298	15583
MAFA	353	787	2390
UBA7	1012	2243	6865
ADGRG3	549	1212	3729
CLN3	414	956	2770
PGP	321	757	2132
BSG	385	828	2637
RESP18	228	467	1585
WBSCR17	598	1238	4144
PIGA	484	1006	3350
MCEMP1	187	358	1325
TNK2	1038	2333	7009
TTC32	151	278	1081
LSAMP	345	748	2357
IFNL1	200	466	1334
TUBB2A	445	888	3117
OR4N5	308	644	2128
SH3BGR	239	463	1688
POU6F1	611	1440	4059
BEX5	111	206	793
MED12	2027	4201	14042
RNF212	273	565	1892
MRPL12	198	441	1341
ARHGEF37	675	1457	4618
BCL2	239	540	1611
C12orf56	462	926	3232
GABRG3	288	577	2015
KCTD11	232	552	1536
NUTM1	1132	2494	7694
H1FX	213	470	1447
NAA38	173	407	1150
WRB	174	349	1217
USP17L2	530	1048	3722
TUSC5	177	402	1191
NELL2	839	1571	5980
MBD3L3	208	461	1411
EGFL8	293	635	2002
TPH2	490	971	3439
CCDC87	849	1818	5823
CASP9	416	893	2851
C17orf74	501	1074	3435
NELFA	86	193	581
LCE3C	94	189	657
PCLO	5142	10647	35631
KRTAP21-2	83	162	585
SPTBN1	2155	4101	15294
CAAP1	361	700	2549
BCDIN3D	292	603	2025
CISD1	108	205	767
RHOT1	618	1194	4368
ZNF677	584	992	4264
C2CD5	1000	2029	6971
OR5D18	313	667	2150
ZNF568	644	1120	4676
APAF1	338	666	2376
FAM9C	166	290	1204
ACTL7A	435	900	3015
C5orf38	138	329	913
OIT3	545	1124	3781
EMID1	443	1044	2943
RGS7BP	257	515	1798
PRODH	492	1014	3414
DMRTC1B	192	457	1271
KRTAP19-6	58	121	401
F3	295	609	2046
KRTAP19-2	52	94	374
SPDYA	313	570	2247
KRTAP19-4	84	176	580
SHOX	225	438	1587
RASA3	834	1628	5878
KRTAP19-3	81	176	553
KRTAP15-1	137	272	961
KRTAP13-4	160	329	1111
ZNF197	173	364	1193
TAL2	108	225	747
AZI2	232	433	1655
AGBL4	292	595	2033
KRTAP9-4	154	286	1100
ZNF529	458	771	3351
SREK1	624	1241	4375
TEX38	206	431	1423
HTR3D	279	631	1880
RFTN1	578	1182	4020
FGF3	239	561	1590
HDAC6	1215	2676	8259
KRTAP19-5	72	151	497
KRTAP23-1	65	142	443
POLR3C	534	1085	3721
LYPD6	171	352	1187
RGS9BP	235	580	1535
UBL4B	174	360	1206
ZNF749	778	1385	5617
PPFIA3	1194	2632	8114
CYP4Z1	505	958	3587
ZNF347	839	1544	6007
KRTAP17-1	105	205	740
RPS6KA4	772	1747	5201
MPPED1	119	246	825
ARAP1	1205	2590	8255
ZNF20	532	936	3852
CDC42BPA	1732	3316	12272
C1QL4	238	551	1591
DNAJB14	45	94	311
EDARADD	215	397	1538
ZNF555	628	1138	4514
KPNA4	521	1025	3664
SYNE3	975	2075	6700
TAS2R42	314	620	2206
DYNC2H1	920	1783	6497
TRDN	729	1365	5196
LCE5A	118	239	823
TTF1	905	1706	6439
AP1S3	81	155	574
TCP11L1	509	1032	3549
EDNRB	442	907	3071
SLC51B	128	258	894
ANGPTL5	388	717	2775
TPGS2	300	608	2092
ADGRA3	1321	2740	9149
SOWAHB	793	1782	5355
C11orf74	221	388	1601
TEAD1	357	704	2509
SPATA12	190	410	1300
ARID2	1835	3864	12651
MT1B	61	112	437
MT1F	61	106	443
PNRC2	139	251	1000
USP16	823	1490	5917
AKAP14	137	243	990
TXNRD2	338	752	2290
LCE1F	118	238	824
TRMT11	463	885	3282
QRFPR	258	546	1776
ARGFX	315	638	2197
DEFB128	93	179	658
TMLHE	421	815	2974
PDCD1	288	654	1938
CCDC84	332	647	2341
GPR141	305	606	2139
OR10T2	314	683	2143
PSMB5	77	175	518
PDE2A	941	1919	6550
C17orf58	75	158	517
ERCC6L	1250	2411	8839
PDZD8	1154	2415	7971
C9orf47	202	452	1366
WDR86	376	856	2528
COL4A6	1690	4050	11160
ZMIZ1	1067	2244	7359
NUDT17	328	769	2183
NDEL1	345	706	2399
BTLA	289	571	2030
SLX4IP	408	805	2867
KCNK18	384	775	2681
ZNF480	492	890	3538
TMEM212	194	427	1319
COQ6	468	998	3214
FSD2	749	1443	5298
GSTA1	222	425	1573
CARMIL2	1435	3351	9564
ZACN	412	925	2783
INO80C	192	400	1328
PRAMEF14	474	958	3308
CCKBR	447	1082	2941
OR6P1	317	685	2168
TRIM46	759	1707	5124
DCUN1D4	292	520	2108
CYP2R1	501	997	3512
DHRSX	330	719	2251
CHP1	195	379	1376
PLCD1	756	1549	5255
KRTAP10-8	259	545	1786
KRTAP20-1	56	106	398
TMEM68	257	494	1819
KRTAP10-11	298	617	2065
RPS19BP1	136	306	918
DUSP18	188	375	1317
KRTAP22-1	48	83	349
CCK	115	261	774
PLCH1	1655	3288	11607
TRAPPC11	1133	2247	7950
ENTPD5	428	883	2969
FAM91A1	838	1688	5854
SERPINA11	422	893	2905
OR13F1	319	672	2199
C9orf85	157	253	1160
EMSY	1322	2877	9021
PRELID2	189	355	1346
PLK5	336	782	2242
DEFB105A	78	149	553
FOXD2	495	1222	3233
BCL9L	1499	3308	10183
STARD10	291	586	2033
HPDL	371	885	2454
C2orf76	126	244	890
PGAM1	254	520	1766
